0,1,2,3,4,5,6,7
ALL ,5534,BRANCH,0.0,                              ,BRANDWAG                              ,0,0.0
    ,370223659,ACC-NO,0.0,                              ,RUWACON PTY LTD                       ,0,0.0
0943,20241213,OPEN  ,19032106.67,                              ,OPEN BALANCE                          ,0,0.0
0943,20241213,ACB   ,1016.62,CREDIT TRANSFER               ,PIONEER 22221566916                   ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,1123643.82,MAGTAPE CREDIT                ,COCT VEN   0000028904-                ,1000,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,5000000.0,CREDIT TRANSFER               ,CASHFOCUS 380000 RWC ABSA             ,6088,0.0
0943,20241213,ACB   ,500.0,MAGTAPE CREDIT                ,MARIA LAPTOP                          ,1000,0.0
0943,20241213,ACB   ,899300.0,CREDIT TRANSFER               ,12341                                 ,6088,0.0
0943,20241213,TRFR  ,403.65,REAL TIME TRANSFER FROM       ,CAPITEC    DUKATHOLE                  ,1581,0.0
0943,20241213,TRFR  ,1000000.0,REAL TIME TRANSFER FROM       ,ABSA       380000 RWC ABSA            ,1581,0.0
0943,20241213,TRFR  ,5000000.0,REAL TIME TRANSFER FROM       ,ABSA       380000 RWC ABSA            ,1581,0.0
0943,20241213,TRFR  ,5000000.0,REAL TIME TRANSFER FROM       ,ABSA       380000 RWC ABSA            ,1581,0.0
0943,20241213,TRFR  ,5000000.0,REAL TIME TRANSFER FROM       ,ABSA       380000 RWC ABSA            ,1581,0.0
0943,20241213,TRFR  ,7157659.81,INTERBANK CREDIT TRANSFER     ,12335                                 ,416,0.0
0943,20241213,TRFR  ,7854860.74,INTERBANK CREDIT TRANSFER     ,12267                                 ,416,0.0
0943,20241213,TRFR  ,11120082.01,INTERBANK CREDIT TRANSFER     ,SPU 12287                             ,416,0.0
0943,20241213,TRFR  ,15203994.36,INTERBANK CREDIT TRANSFER     ,SPU                                   ,416,0.0
0943,20241213,TRFR  ,34001556.05,INTERBANK CREDIT TRANSFER     ,SPU                                   ,416,0.0
0943,20241213,PAY   ,-800.0,ELECTRONIC BANKING PAYMENT TO ,17229 172296 JH LAU NHU2312:37        ,509,0.0
0943,20241213,PAY   ,-2754.0,ELECTRONIC BANKING PAYMENT TO ,E062  E062 FABERTEC NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-3512.44,ELECTRONIC BANKING PAYMENT TO ,BIBCA 532020 BIBCA  NHU2312:37        ,509,0.0
0943,20241213,PAY   ,-4645.17,ELECTRONIC BANKING PAYMENT TO ,17228 172281 HJ LE  NHU2312:37        ,509,0.0
0943,20241213,PAY   ,-6142.54,ELECTRONIC BANKING PAYMENT TO ,17208 172082 JC JAC ZCX8314:22        ,509,0.0
0943,20241213,PAY   ,-6285.48,ELECTRONIC BANKING PAYMENT TO ,17228 172289 AJ CRO ZCX8314:22        ,509,0.0
0943,20241213,PAY   ,-9499.0,ELECTRONIC BANKING PAYMENT TO ,17201 172015 A KEEV ZCX8314:22        ,509,0.0
0943,20241213,PAY   ,-10255.0,ELECTRONIC BANKING PAYMENT TO ,E062  E062 FABERTEC NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-16145.83,ELECTRONIC BANKING PAYMENT TO ,72035 720350 DIV56  NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-19120.61,ELECTRONIC BANKING PAYMENT TO ,17235 172355 K KRUU ZCX8314:22        ,509,0.0
0943,20241213,PAY   ,-28757.7,ELECTRONIC BANKING PAYMENT TO ,E062  E062 FABERTEC NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-29389.77,ELECTRONIC BANKING PAYMENT TO ,E062  E062 FABERTEC NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-47639.06,ELECTRONIC BANKING PAYMENT TO ,BIBCF 532020 BIBC   NHU2312:37        ,509,0.0
0943,20241213,PAY   ,-839473.18,ELECTRONIC BANKING PAYMENT TO ,STDF  322550 STANDA NHU2312:36        ,509,0.0
0943,20241213,CLOSE ,120875808.75,                              ,CLOSE BALANCE                         ,0,0.0
